,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
1517,29181440,0.57,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,7,4,4,13,300.0,3,12,True,0,0,5.0,True,42.88,900.0,0.13,0.29,0.21,4.99,0.0,1685.164383561644
1518,29251403,0.84,True,Centrum-Oost,52.38,4.902,Private room,2,1,1,1,81.0,3,90,True,5,5,4.54,True,40.5,243.0,0.04,0.12,0.16,4.99,0.29041095890410956,457.56164383561645
1519,29268359,0.91,True,Centrum-Oost,52.38,4.906,Private room,2,1,1,5,91.0,3,101,True,7,4,4.51,True,45.5,273.0,0.05,0.12,0.16,4.99,0.3088235294117647,500.69117647058823
1520,29275106,0.4,False,Buitenveldert - Zuidas,52.3,4.863,Entire home/apt,4,2,2,8,275.0,5,101,True,0,0,5.0,False,68.75,1375.0,0.08,0.19,0.24,4.99,0.054945054945054944,1442.3992673992675
1521,29302592,1.0,False,Oostelijk Havengebied - Indische Buurt,52.38,4.934,Entire home/apt,6,3,3,13,419.0,1,101,True,9,5,3.97,True,69.8,419.0,0.11,0.16,0.24,10.99,0.5697674418604651,2617.1511627906975
1522,29304751,0.98,True,Oud-Noord,52.4,4.918,Entire home/apt,4,2,2,13,225.0,4,30,True,0,0,4.94,False,56.25,900.0,0.09,0.07,0.16,4.99,0.0,1125.0
1523,29335948,1.0,False,Slotervaart,52.34,4.84,Entire home/apt,2,1,1,7,149.0,6,101,True,0,1,5.0,False,74.5,894.0,0.07,0.12,0.18,4.99,0.0,745.0
1524,29350469,0.0,False,Noord-West,52.4,4.926,Entire home/apt,4,2,2,6,175.0,7,27,True,0,0,5.0,False,43.75,1225.0,0.06,0.24,0.23,4.99,0.1095890410958904,889.7260273972603
1525,29350903,0.83,False,De Pijp - Rivierenbuurt,52.34,4.895,Private room,2,1,1,6,120.0,3,101,True,2,1,4.7,True,60.0,360.0,0.06,0.21,0.2,4.99,0.3041095890410959,600.3972602739726
1526,29435883,1.0,False,Watergraafsmeer,52.34,4.94,Entire home/apt,4,2,2,4,130.0,4,101,True,0,0,5.0,False,32.5,520.0,0.04,0.18,0.17,4.99,0.0,755.4794520547945
1527,29456107,1.0,False,Oud-Noord,52.38,4.91,Entire home/apt,4,2,2,15,246.0,5,30,True,0,0,5.0,False,61.5,1230.0,0.09,0.15,0.3,4.99,0.019178082191780823,1220.4246575342465
1528,29477986,0.96,True,Centrum-Oost,52.38,4.92,Private room,2,1,1,11,116.0,3,101,True,2,7,4.97,False,58.0,348.0,0.07,0.14,0.21,4.99,0.021917808219178082,566.3013698630137
1529,29568363,0.76,True,Centrum-West,52.38,4.883,Private room,1,1,1,10,59.0,5,30,True,0,0,4.62,False,59.0,295.0,0.06,0.15,0.16,2.99,0.40821917808219177,285.43835616438355
1530,29578670,0.41,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,2,1,1,11,160.0,4,101,True,0,0,4.71,False,80.0,640.0,0.07,0.17,0.21,4.99,0.4136986301369863,800.0
1531,29648361,0.55,False,Centrum-West,52.38,4.895,Private room,2,1,1,3,199.0,2,30,True,1,1,4.69,True,99.5,398.0,0.08,0.14,0.24,4.99,0.0,1000.0
1532,29668487,1.0,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,4,2,2,25,850.0,4,20,True,3,0,4.52,True,212.5,3400.0,0.13,0.18,0.29,10.99,0.049315068493150684,4891.095890410959
1533,29678104,0.54,False,Watergraafsmeer,52.34,4.945,Entire home/apt,3,2,2,7,129.0,4,60,True,0,0,4.86,False,43.0,516.0,0.05,0.12,0.17,4.99,0.0,645.2191780821918
1534,29678352,1.0,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,4,2,2,12,340.0,3,30,True,0,0,5.0,False,85.0,1020.0,0.13,0.21,0.25,4.99,0.0273972602739726,1700.0
1535,29705321,0.97,False,De Baarsjes - Oud-West,52.38,4.867,Private room,4,1,1,7,171.0,3,101,True,3,7,4.99,True,42.75,513.0,0.08,0.18,0.19,4.99,0.1780821917808219,853.4931506849315
1536,29730599,1.0,False,Watergraafsmeer,52.34,4.934,Entire home/apt,4,2,2,9,285.0,4,14,True,0,0,5.0,False,71.25,1140.0,0.06,0.2,0.3,4.99,0.0,1472.3972602739725
1537,29795660,1.0,False,Bos en Lommer,52.38,4.863,Entire home/apt,2,1,1,2,120.0,4,120,True,0,0,5.0,False,60.0,480.0,0.07,0.13,0.16,4.99,0.021917808219178082,617.3424657534247
1538,29845284,0.76,True,Centrum-West,52.38,4.887,Private room,2,1,1,7,115.0,3,101,True,3,3,4.97,True,57.5,345.0,0.07,0.13,0.17,4.99,0.1643835616438356,628.1917808219179
1539,29845425,0.64,False,Centrum-West,52.38,4.895,Private room,4,1,1,13,278.0,1,101,True,5,3,4.44,True,69.5,278.0,0.08,0.26,0.25,4.99,0.08974358974358974,1996.5384615384614
1540,29868977,1.0,True,Noord-Oost,52.4,4.94,Private room,3,1,1,2,86.0,3,14,True,1,5,4.89,False,28.67,258.0,0.05,0.11,0.16,4.99,0.25205479452054796,465.90410958904107
1541,29919168,1.0,True,Watergraafsmeer,52.34,4.938,Private room,2,1,1,8,99.0,3,14,True,4,1,4.97,False,49.5,297.0,0.05,0.14,0.15,4.99,0.7534246575342466,549.4931506849315
1542,29919544,1.0,True,Watergraafsmeer,52.34,4.938,Private room,2,1,1,3,100.0,3,101,True,7,1,4.96,False,50.0,300.0,0.05,0.15,0.18,4.99,0.7342465753424657,527.7534246575342
1543,29953708,0.25,False,De Pijp - Rivierenbuurt,52.34,4.902,Entire home/apt,4,2,2,13,457.0,3,101,True,10,0,4.37,True,114.25,1371.0,0.08,0.29,0.22,10.99,0.2328767123287671,1783.150684931507
1544,29959998,0.0,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,2,1,1,4,130.0,20,101,True,0,0,5.0,False,65.0,2600.0,0.06,0.12,0.2,4.99,0.0958904109589041,650.0
1545,29961732,0.06,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,4,2,2,9,231.0,3,8,True,0,0,5.0,False,57.75,693.0,0.06,0.23,0.22,4.99,0.0,1253.4246575342465
1546,30030055,0.2,False,Oud-Oost,52.34,4.926,Entire home/apt,2,1,1,8,189.0,2,20,True,1,0,5.0,False,94.5,378.0,0.05,0.15,0.25,4.99,0.038461538461538464,945.0
1547,30041745,1.0,False,De Baarsjes - Oud-West,52.38,4.85,Private room,2,1,1,2,79.0,3,101,True,20,3,4.26,True,39.5,237.0,0.05,0.13,0.14,4.99,0.20192307692307693,472.59615384615387
1548,30042149,1.0,False,De Baarsjes - Oud-West,52.38,4.855,Private room,2,1,1,4,78.0,3,101,True,7,1,4.32,True,39.0,234.0,0.05,0.09,0.15,4.99,0.11538461538461539,471.3942307692308
1549,30100534,1.0,True,Oud-Oost,52.38,4.914,Private room,1,1,1,4,65.0,2,5,True,3,3,4.64,False,65.0,130.0,0.06,0.14,0.16,2.99,0.13636363636363635,325.0
1550,30108002,0.67,False,Noord-Oost,52.4,4.93,Entire home/apt,4,2,2,6,179.0,3,30,True,0,1,5.0,False,44.75,537.0,0.08,0.17,0.24,4.99,0.5205479452054794,917.054794520548
1551,30140860,0.55,False,Zuid,52.34,4.88,Private room,2,1,1,10,120.0,3,101,True,0,4,4.89,False,60.0,360.0,0.07,0.09,0.14,4.99,0.15789473684210525,614.9030470914128
1552,30141051,0.52,False,Zuid,52.34,4.88,Private room,2,1,1,9,108.0,3,31,True,1,2,4.89,False,54.0,324.0,0.07,0.15,0.16,4.99,0.013850415512465374,584.1828254847645
1553,30169743,0.63,False,Centrum-Oost,52.38,4.91,Entire home/apt,6,3,3,30,757.0,1,101,True,19,1,3.57,True,126.2,757.0,0.09,0.29,0.29,10.99,0.6103896103896104,3567.9220779220777
1554,30202932,1.0,True,De Baarsjes - Oud-West,52.38,4.86,Private room,2,1,1,1,75.0,3,101,True,0,5,4.88,True,37.5,225.0,0.06,0.12,0.16,4.99,0.31955922865013775,375.3443526170799
1555,30251394,0.88,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,2,1,1,12,178.0,3,22,True,3,1,5.0,False,89.0,534.0,0.06,0.19,0.19,4.99,0.04657534246575343,780.8082191780821
1556,30261748,1.0,True,Oud-Oost,52.34,4.91,Private room,4,1,1,7,162.0,3,30,True,3,3,4.69,False,40.5,486.0,0.09,0.15,0.19,4.99,0.4301369863013699,905.1369863013699
1557,30264925,0.67,True,Centrum-West,52.38,4.895,Private room,2,1,1,9,136.0,2,101,True,4,4,4.71,True,68.0,272.0,0.05,0.16,0.15,4.99,0.2403846153846154,750.0
1558,30265278,1.0,True,Centrum-West,52.38,4.895,Private room,2,1,1,9,136.0,1,101,True,0,4,4.79,True,68.0,136.0,0.08,0.17,0.14,4.99,0.2524271844660194,750.0
1559,30282572,0.44,False,De Baarsjes - Oud-West,52.38,4.87,Entire home/apt,2,1,1,3,131.0,3,101,True,0,3,4.95,False,65.5,393.0,0.07,0.18,0.19,4.99,0.0,625.5479452054794
1560,30356862,0.85,False,Centrum-West,52.38,4.89,Entire home/apt,5,3,3,14,446.0,3,90,True,18,1,4.42,True,89.2,1338.0,0.11,0.2,0.28,10.99,0.8904109589041096,2327.1917808219177
1561,30359891,0.0,False,Zuid,52.34,4.86,Entire home/apt,4,2,2,7,195.0,4,30,True,1,0,4.92,False,48.75,780.0,0.06,0.15,0.21,4.99,0.00821917808219178,975.0
1562,30371430,0.68,False,Westerpark,52.38,4.87,Entire home/apt,3,2,2,3,120.0,3,101,True,6,0,4.67,False,40.0,360.0,0.07,0.17,0.2,4.99,0.01643835616438356,603.6986301369863
1563,30394912,0.52,False,Centrum-West,52.38,4.887,Private room,2,1,1,22,557.0,3,30,True,8,0,4.48,True,278.5,1671.0,0.1,0.17,0.36,10.99,0.030136986301369864,2343.8630136986303
1564,30395086,1.0,False,Oud-Noord,52.4,4.906,Entire home/apt,4,2,2,18,426.0,1,101,True,1,0,3.38,True,106.5,426.0,0.1,0.21,0.34,10.99,0.4767123287671233,2461.4520547945203
1565,30453053,0.75,False,Oostelijk Havengebied - Indische Buurt,52.38,4.938,Entire home/apt,2,1,1,3,130.0,5,30,True,0,0,4.83,False,65.0,650.0,0.06,0.17,0.17,4.99,0.030136986301369864,682.3561643835617
1566,30456037,0.43,False,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,4,2,2,3,120.0,6,18,True,0,0,5.0,False,30.0,720.0,0.08,0.19,0.18,4.99,0.03561643835616438,696.027397260274
1567,30467382,0.24,False,Zuid,52.34,4.863,Entire home/apt,6,3,3,23,650.0,3,7,True,0,0,4.28,True,108.3,1950.0,0.13,0.27,0.3,10.99,0.04657534246575343,3273.2876712328766
1568,30505312,0.1,False,Oud-Noord,52.4,4.918,Entire home/apt,4,2,2,5,138.0,2,101,True,1,0,4.87,False,34.5,276.0,0.07,0.11,0.18,4.99,0.35294117647058826,740.0
1569,30551730,1.0,True,De Pijp - Rivierenbuurt,52.34,4.887,Private room,4,1,1,5,359.0,2,101,True,7,8,4.98,True,89.75,718.0,0.09,0.15,0.21,4.99,0.28846153846153844,1961.5384615384614
1570,30757070,1.0,False,Noord-Oost,52.38,4.957,Entire home/apt,4,2,2,7,177.0,3,30,True,0,0,4.82,True,44.25,531.0,0.08,0.16,0.19,4.99,0.0,885.0
1571,30762384,1.0,True,Centrum-Oost,52.38,4.906,Entire home/apt,4,2,2,8,274.0,1,101,True,10,5,4.87,True,68.5,274.0,0.05,0.29,0.25,4.99,0.9130434782608695,2868.641304347826
1572,30762441,0.92,True,Centrum-Oost,52.38,4.906,Entire home/apt,5,3,3,15,473.0,1,101,True,11,25,4.05,True,94.6,473.0,0.15,0.25,0.26,10.99,0.956989247311828,3439.8924731182797
1573,30765293,0.71,False,Noord-West,52.4,4.918,Entire home/apt,4,2,2,5,120.0,3,10,True,0,0,5.0,False,30.0,360.0,0.06,0.14,0.19,4.99,0.0,600.0
1574,30814294,0.96,False,De Baarsjes - Oud-West,52.38,4.875,Shared room,2,1,1,17,288.0,2,90,True,2,4,4.85,False,144.0,576.0,0.06,0.21,0.26,4.99,0.05521472392638037,1301.3803680981596
1575,30855167,0.4,False,Bos en Lommer,52.38,4.86,Entire home/apt,4,2,2,1,130.0,7,30,True,0,0,4.86,False,32.5,910.0,0.05,0.12,0.18,4.99,0.0,650.0
1576,30872076,0.0,False,De Pijp - Rivierenbuurt,52.34,4.887,Entire home/apt,2,1,1,7,150.0,4,25,True,7,0,4.72,False,75.0,600.0,0.07,0.09,0.18,4.99,0.7835616438356164,766.986301369863
1577,30901852,0.96,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,2,1,1,3,94.0,7,7,True,0,0,4.87,True,47.0,658.0,0.06,0.11,0.15,4.99,0.0,470.0
1578,30905786,0.78,True,Centrum-West,52.38,4.883,Hotel room,2,1,1,6,179.0,2,101,True,0,1,5.0,False,89.5,358.0,0.06,0.18,0.18,4.99,0.35502958579881655,1122.4704142011835
1579,30905979,0.68,True,Centrum-West,52.38,4.88,Hotel room,2,1,1,10,172.0,2,101,True,0,2,4.98,False,86.0,344.0,0.06,0.2,0.19,4.99,0.36901408450704226,1015.3521126760563
1580,30928188,0.88,True,Centrum-Oost,52.38,4.92,Entire home/apt,4,2,2,17,325.0,2,14,True,3,3,4.91,True,81.25,650.0,0.12,0.06,0.08,4.99,0.6440677966101694,1841.593220338983
1581,30933786,0.56,False,Westerpark,52.38,4.867,Entire home/apt,4,2,2,11,190.0,4,101,True,0,0,4.9,False,47.5,760.0,0.07,0.15,0.21,4.99,0.0,950.0
1582,30946085,1.0,False,Centrum-West,52.38,4.887,Entire home/apt,4,2,2,12,297.0,3,101,True,0,1,5.0,False,74.25,891.0,0.13,0.32,0.26,4.99,0.049315068493150684,2128.931506849315
1583,31050856,1.0,False,Westerpark,52.38,4.875,Entire home/apt,4,2,2,9,310.0,4,30,True,0,0,5.0,False,77.5,1240.0,0.05,0.2,0.22,4.99,0.0,1552.1917808219177
1584,31064558,0.71,True,Centrum-West,52.38,4.89,Private room,3,1,1,1,108.0,2,101,True,2,5,4.83,True,36.0,216.0,0.07,0.16,0.19,4.99,0.3333333333333333,683.3333333333334
1585,31072230,0.93,True,Centrum-West,52.38,4.887,Private room,3,1,1,10,243.0,2,101,True,1,2,4.92,True,81.0,486.0,0.08,0.14,0.21,4.99,0.7692307692307693,1483.4615384615386
1586,31086086,0.79,False,Centrum-West,52.38,4.875,Entire home/apt,4,2,2,23,400.0,3,101,True,2,1,4.67,False,100.0,1200.0,0.08,0.18,0.25,10.99,0.12602739726027398,1784.7945205479452
1587,31095874,1.0,True,Oud-Oost,52.34,4.92,Entire home/apt,4,2,2,16,500.0,1,101,True,0,3,4.55,True,125.0,500.0,0.1,0.31,0.33,10.99,0.0,2680.232558139535
1588,31100723,0.02,False,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,3,2,2,13,223.0,3,101,True,2,1,4.84,False,74.3,669.0,0.07,0.2,0.27,4.99,0.005494505494505495,1002.4725274725274
1589,31110035,0.0,False,Oud-Noord,52.38,4.914,Private room,2,1,1,7,122.0,1,30,True,4,2,4.92,False,61.0,122.0,0.04,0.15,0.17,4.99,0.71875,850.0
1590,31150995,1.0,False,Noord-West,52.4,4.902,Private room,4,1,1,8,286.0,3,101,True,14,0,4.86,False,71.5,858.0,0.09,0.23,0.31,4.99,0.12179487179487179,1466.6666666666667
1591,31164355,0.84,False,Zuid,52.34,4.86,Entire home/apt,4,2,2,16,250.0,3,14,True,0,1,5.0,False,62.5,750.0,0.14,0.25,0.21,4.99,0.0,1660.9315068493152
1592,31164874,1.0,False,IJburg - Zeeburgereiland,52.38,4.98,Entire home/apt,4,2,2,17,400.0,3,10,True,0,2,5.0,True,100.0,1200.0,0.03,0.13,0.27,10.99,0.0,2000.0
1593,31196431,0.83,True,De Pijp - Rivierenbuurt,52.34,4.906,Private room,2,1,1,7,175.0,3,5,True,5,1,4.9,False,87.5,525.0,0.07,0.2,0.18,4.99,0.7616438356164383,813.5479452054794
1594,31234848,0.43,False,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,3,2,2,7,138.0,2,101,True,1,2,4.74,True,46.0,276.0,0.07,0.17,0.18,4.99,0.5789473684210527,697.3684210526316
1595,31352081,0.4,False,Centrum-West,52.38,4.887,Entire home/apt,4,2,2,16,480.0,3,35,True,0,0,4.46,True,120.0,1440.0,0.08,0.16,0.26,10.99,0.3232876712328767,2397.0
1596,31408508,0.83,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,4,2,2,10,194.0,2,101,True,0,0,5.0,False,48.5,388.0,0.09,0.22,0.2,4.99,0.4666666666666667,1380.0
1597,31536003,0.47,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,4,2,2,11,190.0,5,101,True,1,2,4.75,False,47.5,950.0,0.07,0.13,0.23,4.99,0.16986301369863013,955.8630136986301
1598,31559235,1.0,False,De Aker - Nieuw Sloten,52.34,4.79,Entire home/apt,4,2,2,5,165.0,3,101,True,0,0,5.0,True,41.25,495.0,0.08,0.21,0.14,4.99,0.0,825.0
1599,31561365,0.73,False,Oostelijk Havengebied - Indische Buurt,52.38,4.945,Entire home/apt,4,2,2,12,257.0,3,101,True,14,1,4.45,False,64.25,771.0,0.06,0.21,0.18,4.99,0.23835616438356164,867.4657534246576
1600,31582709,0.31,False,Zuid,52.38,4.875,Private room,4,1,1,15,357.0,4,-12,True,5,3,4.84,False,89.25,1428.0,0.05,0.12,0.25,4.99,0.10136986301369863,1803.013698630137
1601,31606186,1.0,False,Slotervaart,52.34,4.844,Entire home/apt,4,2,2,6,180.0,10,14,True,3,0,5.0,False,45.0,1800.0,0.07,0.23,0.21,4.99,0.019178082191780823,901.7808219178082
1602,31632004,0.21,False,Oud-Noord,52.4,4.918,Entire home/apt,6,3,3,13,230.0,3,101,True,0,0,5.0,False,38.34,690.0,0.06,0.22,0.19,4.99,0.0,1150.0
1603,31709186,0.77,False,De Pijp - Rivierenbuurt,52.34,4.902,Entire home/apt,2,1,1,13,338.0,3,100,True,0,2,4.92,False,169.0,1014.0,0.09,0.08,0.34,4.99,0.0,1748.835616438356
1604,31731136,1.0,True,Centrum-West,52.38,4.89,Entire home/apt,2,1,1,6,95.0,1,101,True,3,1,4.91,True,47.5,95.0,0.06,0.13,0.17,4.99,0.11235955056179775,475.0
1605,31871461,0.6,False,Centrum-West,52.38,4.883,Private room,3,1,1,5,135.0,4,30,True,0,0,4.84,False,45.0,540.0,0.09,0.15,0.18,4.99,0.37534246575342467,675.8493150684932
1606,31917406,0.92,False,Oostelijk Havengebied - Indische Buurt,52.38,4.95,Entire home/apt,2,1,1,6,150.0,3,10,True,14,0,4.5,False,75.0,450.0,0.06,0.2,0.17,4.99,0.4958904109589041,707.5342465753424
1607,31940174,0.88,False,Westerpark,52.38,4.87,Entire home/apt,2,1,1,5,160.0,3,10,True,0,2,5.0,False,80.0,480.0,0.08,0.17,0.17,4.99,0.0,800.8767123287671
1608,31942766,1.0,False,Oostelijk Havengebied - Indische Buurt,52.38,4.94,Private room,2,1,1,8,163.0,3,14,True,5,0,5.0,True,81.5,489.0,0.07,0.16,0.26,4.99,0.03260869565217391,565.6521739130435
1609,31944927,0.72,False,Centrum-West,52.38,4.895,Hotel room,1,1,1,1,89.0,1,101,True,0,0,4.55,True,89.0,89.0,0.05,0.1,0.17,4.99,0.0,2157.5454545454545
1610,31944954,0.71,False,Centrum-West,52.38,4.895,Hotel room,2,1,1,9,219.0,1,101,True,0,0,4.17,True,109.5,219.0,0.06,0.11,0.25,4.99,0.0,2817.3636363636365
1611,31945032,0.48,False,Centrum-West,52.38,4.895,Hotel room,1,1,1,4,86.0,1,101,True,0,0,4.56,True,86.0,86.0,0.06,0.07,0.13,4.99,0.0,2141.4545454545455
1612,31945057,0.81,False,Zuid,52.38,4.88,Hotel room,1,1,1,2,62.0,1,101,True,0,0,4.57,True,62.0,62.0,0.05,0.14,0.14,2.99,0.0,9202.636363636364
1613,31945078,0.83,False,Zuid,52.38,4.88,Hotel room,1,1,1,1,67.0,1,101,True,0,0,3.7,True,67.0,67.0,0.05,0.1,0.16,2.99,0.0,9223.272727272728
1614,31945123,1.0,False,Centrum-West,52.38,4.895,Shared room,1,1,1,1,78.0,1,101,True,0,0,4.43,True,78.0,78.0,0.04,0.12,0.16,4.99,0.0,390.54545454545456
1615,31945182,0.72,False,Centrum-West,52.38,4.895,Private room,2,1,1,7,214.0,1,101,True,0,0,4.25,True,107.0,214.0,0.06,0.22,0.24,4.99,0.0,1534.1818181818182
1616,31945260,0.48,False,Centrum-West,52.38,4.895,Shared room,1,1,1,2,75.0,1,101,True,0,0,4.54,True,75.0,75.0,0.05,0.11,0.15,4.99,0.0,379.45454545454544
1617,31945342,0.57,False,Centrum-West,52.38,4.895,Private room,2,1,1,9,232.0,1,101,True,0,0,4.15,True,116.0,232.0,0.13,0.15,0.18,4.99,0.0,1534.1818181818182
1618,31948590,0.64,False,Oostelijk Havengebied - Indische Buurt,52.38,4.938,Entire home/apt,2,1,1,9,139.0,3,30,True,0,1,5.0,False,69.5,417.0,0.08,0.16,0.15,4.99,0.0,736.85303514377
1619,31979911,0.92,False,De Aker - Nieuw Sloten,52.34,4.816,Private room,4,1,1,10,190.0,1,109,True,3,0,4.61,True,47.5,190.0,0.09,0.18,0.25,4.99,0.5384615384615384,1288.75
1620,31997903,0.34,False,Zuid,52.34,4.875,Entire home/apt,7,4,4,22,600.0,4,101,True,0,0,4.6,True,85.7,2400.0,0.13,0.21,0.42,10.99,0.0027397260273972603,3000.0
1621,32067350,0.71,False,Centrum-West,52.38,4.887,Shared room,4,1,1,17,404.0,2,60,True,7,1,4.57,True,101.0,808.0,0.11,0.21,0.29,10.99,0.019178082191780823,1953.7397260273972
1622,32068256,1.0,True,Centrum-West,52.38,4.883,Private room,4,1,1,11,257.0,2,30,True,2,5,4.97,False,64.25,514.0,0.05,0.23,0.29,4.99,0.0,1490.0961538461538
1623,32090247,1.0,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,2,1,1,12,252.0,3,101,True,4,0,5.0,False,126.0,756.0,0.07,0.19,0.2,4.99,0.010958904109589041,1196.1917808219177
1624,32135800,0.89,True,Oud-Noord,52.4,4.926,Private room,2,1,1,4,60.0,3,101,True,0,0,4.73,False,30.0,180.0,0.06,0.1,0.16,2.99,0.0,300.0
1625,32155043,0.43,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,2,1,1,6,174.0,3,101,True,8,1,4.94,False,87.0,522.0,0.09,0.22,0.19,4.99,0.10410958904109589,935.2054794520548
1626,32234104,0.6,False,Centrum-Oost,52.38,4.91,Entire home/apt,2,1,1,11,325.0,7,99,True,20,1,4.5,True,162.5,2276.0,0.05,0.26,0.24,4.99,0.9698630136986301,1319.109589041096
1627,32234160,0.52,False,Centrum-Oost,52.38,4.91,Entire home/apt,2,1,1,10,216.0,7,99,True,20,1,4.88,True,108.0,1512.0,0.05,0.13,0.19,4.99,0.9698630136986301,959.972602739726
1628,32234250,0.73,False,Centrum-Oost,52.38,4.91,Entire home/apt,2,1,1,14,312.0,7,99,True,20,0,4.67,True,156.0,2184.0,0.13,0.18,0.23,4.99,0.9671232876712329,1247.6438356164383
1629,32234486,1.0,False,Centrum-Oost,52.38,4.91,Entire home/apt,2,1,1,13,335.0,7,99,True,20,0,5.0,True,167.5,2344.0,0.04,0.26,0.17,4.99,0.958904109589041,1416.4657534246576
1630,32234583,1.0,False,Centrum-Oost,52.38,4.91,Entire home/apt,2,1,1,13,335.0,7,99,True,1,0,2.0,True,167.5,2344.0,0.06,0.18,0.26,4.99,0.821917808219178,1472.5753424657535
1631,32234666,0.6,False,Centrum-Oost,52.38,4.91,Entire home/apt,2,1,1,8,326.0,7,99,True,11,0,5.0,True,163.0,2282.0,0.15,0.11,0.32,4.99,0.9260273972602739,1256.5479452054794
1632,32235074,0.7,False,Centrum-Oost,52.38,4.91,Entire home/apt,4,2,2,16,470.0,7,99,True,16,0,4.59,True,117.5,3290.0,0.1,0.07,0.15,10.99,0.863013698630137,1875.3150684931506
1633,32235313,0.9,False,Centrum-Oost,52.38,4.91,Entire home/apt,6,3,3,29,816.0,7,99,True,6,0,3.24,True,136.0,5710.0,0.13,0.17,0.34,10.99,0.7698630136986301,3184.6301369863013
1634,32235358,0.71,False,Centrum-Oost,52.38,4.91,Entire home/apt,6,3,3,25,616.0,7,99,True,3,0,4.04,False,102.7,4310.0,0.12,0.21,0.25,10.99,0.7863013698630137,2288.4657534246576
1635,32235546,1.0,False,Centrum-Oost,52.38,4.91,Entire home/apt,4,2,2,20,457.0,7,99,True,10,1,4.71,True,114.25,3200.0,0.05,0.21,0.27,10.99,0.8164383561643835,1926.041095890411
1636,32284498,0.0,False,De Baarsjes - Oud-West,52.38,4.85,Entire home/apt,4,2,2,13,150.0,3,101,True,0,0,5.0,False,37.5,450.0,0.07,0.18,0.25,4.99,0.0,750.0
1637,32304359,1.0,False,IJburg - Zeeburgereiland,52.38,4.977,Entire home/apt,4,2,2,9,250.0,3,29,True,0,1,4.63,False,62.5,750.0,0.06,0.12,0.27,4.99,0.0958904109589041,1250.013698630137
1638,32325935,0.31,False,Zuid,52.34,4.848,Entire home/apt,4,2,2,8,200.0,2,101,True,0,0,4.84,False,50.0,400.0,0.08,0.2,0.21,4.99,0.0,1099.6168582375478
1639,32331255,0.0,False,IJburg - Zeeburgereiland,52.38,4.99,Entire home/apt,4,2,2,11,200.0,5,14,True,1,0,5.0,False,50.0,1000.0,0.08,0.18,0.25,4.99,0.16986301369863013,1000.0
1640,32371223,0.52,False,Centrum-Oost,52.38,4.91,Entire home/apt,2,1,1,1,80.0,14,101,True,0,0,5.0,False,40.0,1120.0,0.04,0.13,0.14,4.99,0.0,413.4931506849315
1641,32413659,1.0,True,Centrum-Oost,52.38,4.906,Entire home/apt,4,2,2,12,295.0,3,45,True,3,4,4.82,True,73.75,885.0,0.14,0.07,0.24,4.99,0.6084507042253521,1460.4929577464789
1642,32421030,1.0,True,Centrum-Oost,52.38,4.906,Private room,3,1,1,6,179.0,3,45,True,9,2,4.71,True,59.66,537.0,0.08,0.1,0.18,4.99,0.7955182072829131,1044.579831932773
1643,32485135,1.0,True,De Baarsjes - Oud-West,52.38,4.867,Hotel room,2,1,1,1,150.0,1,101,True,29,71,4.85,True,75.0,150.0,0.07,0.18,0.17,4.99,1.0,1097.857142857143
1644,32485928,0.74,False,De Pijp - Rivierenbuurt,52.34,4.9,Private room,2,1,1,8,150.0,3,101,True,8,0,4.83,True,75.0,450.0,0.09,0.25,0.12,4.99,0.5348189415041783,1210.557103064067
1645,32488859,0.33,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,4,2,2,15,284.0,3,101,True,0,3,4.89,False,71.0,852.0,0.07,0.26,0.3,4.99,0.0,1358.6849315068494
1646,32541862,0.34,False,De Baarsjes - Oud-West,52.38,4.86,Private room,2,1,1,4,143.0,3,101,True,17,2,5.0,False,71.5,429.0,0.08,0.14,0.19,4.99,0.17307692307692307,553.7740384615385
1647,32600527,0.35,False,Oud-Oost,52.34,4.914,Entire home/apt,2,1,1,8,151.0,10,50,True,13,2,5.0,False,75.5,1510.0,0.07,0.17,0.23,4.99,0.0410958904109589,750.5479452054794
